split,f1_score,roc_auc,auprc
279,0.3333333333333333,0.9762711864406779,0.8674847374847374
280,0.5555555555555556,0.9406779661016949,0.6380497198879552
281,0.6666666666666666,0.9423728813559322,0.6612098930481283
282,0.5555555555555556,0.9508474576271186,0.6290576090576091
283,0.5333333333333333,0.9694915254237287,0.7784371184371184
284,0.5333333333333333,0.9779661016949153,0.8190262515262514
285,0.7272727272727273,0.9610169491525424,0.8045887445887445
286,0.3333333333333333,0.9728813559322034,0.8313888888888888
287,0.5333333333333333,0.9694915254237287,0.7784371184371184
288,0.6666666666666666,0.9372881355932204,0.6155014430014429
289,0.625,0.983050847457627,0.898683261183261
290,0.42857142857142855,0.9610169491525424,0.7434920634920634
291,0.3333333333333333,0.9847457627118644,0.9140262515262515
292,0.42857142857142855,0.9559322033898305,0.7272619047619047
293,0.5882352941176471,0.9677966101694915,0.8169580419580419
294,0.6666666666666666,0.9355932203389831,0.6165601065601066
295,0.5714285714285714,0.9779661016949153,0.868034188034188
296,0.5555555555555556,0.9559322033898305,0.705108225108225
297,0.6956521739130435,0.9355932203389831,0.6292026029526029
298,0.3333333333333333,0.9864406779661017,0.9283119658119657
299,0.42857142857142855,0.9677966101694915,0.8133866133866133
300,0.625,0.9830508474576272,0.8841777666777667
301,0.7619047619047619,0.9559322033898305,0.7111796536796536
302,0.5,0.9508474576271186,0.6434415584415585
303,0.5882352941176471,0.9627118644067797,0.7434920634920633
304,0.5555555555555556,0.9508474576271188,0.6799891774891775
305,0.18181818181818182,0.9779661016949153,0.8930555555555555
306,0.6666666666666666,0.923728813559322,0.5744752388134741
307,0.5555555555555556,0.9627118644067797,0.7917748917748917
308,0.5333333333333333,0.9728813559322034,0.7897008547008546
309,0.3333333333333333,0.9610169491525424,0.7934523809523809
310,0.5333333333333333,0.9694915254237289,0.807008547008547
311,0.5333333333333333,0.9711864406779661,0.847063492063492
312,0.625,0.988135593220339,0.9187698412698412
313,0.625,0.9813559322033898,0.8322546897546897
314,0.5333333333333333,0.9779661016949153,0.8169555444555444
315,0.6666666666666666,0.952542372881356,0.7524367299367298
316,0.46153846153846156,0.9949152542372882,0.9697979797979798
317,0.5,0.964406779661017,0.7764818514818514
318,0.625,0.9694915254237289,0.807008547008547
319,0.5555555555555556,0.9423728813559322,0.6524453242835595
320,0.625,0.9813559322033899,0.8954151404151404
321,0.64,0.9423728813559322,0.6682245450627803
322,0.42857142857142855,0.9677966101694916,0.7818939393939394
323,0.3333333333333333,0.9661016949152542,0.8137301587301586
324,0.5,0.9694915254237287,0.7998656898656898
325,0.7142857142857143,0.9186440677966102,0.514660013189425
326,0.3333333333333333,0.9745762711864406,0.8744444444444445
327,0.5333333333333333,0.9610169491525423,0.764057609057609
328,0.3076923076923077,0.9847457627118644,0.8737698412698411
329,0.5882352941176471,0.9627118644067796,0.763148518148518
330,0.5333333333333333,0.9661016949152542,0.7919580419580419
331,0.625,0.9796610169491525,0.8860958485958484
332,0.42857142857142855,0.9711864406779661,0.8117704517704517
