Run;f1_score;roc_auc;auprc
468;0,588235294;0,989830508;0,935436508
469;0,740740741;0,961016949;0,748148518
470;0,555555556;0,930508475;0,575288462
471;0,666666667;0,947457627;0,653928571
472;0,769230769;0,959322034;0,708199023
473;0,64516129;0,947457627;0,613322511
474;0,625;0,925423729;0,540730381
475;0,714285714;0,954237288;0,685724276
476;0,625;0,954237288;0,642087912
477;0,909090909;0,993220339;0,965151515
478;0,512820513;0,955932203;0,714047619
479;0,606060606;0,961016949;0,693492063
480;0,540540541;0,966101695;0,732796093
481;0,689655172;0,96779661;0,802063492
482;0,526315789;0,93559322;0,568681319
483;0,555555556;0,950847458;0,679989177
484;0,555555556;0,954237288;0,701017316
485;0,625;0,961016949;0,714259629
486;0,588235294;0,922033898;0,526163551
487;0,689655172;0,96779661;0,766532357
488;0,689655172;0,969491525;0,789166667
489;0,8;0,952542373;0,669696137
490;0,588235294;0,937288136;0,650824445
491;0,588235294;0,947457627;0,623928571
492;0,740740741;0,983050847;0,897359585
493;0,769230769;0,945762712;0,647564935
494;0,769230769;0,954237288;0,692608225
495;0,714285714;0,940677966;0,635436084
496;0,588235294;0,938983051;0,580347985
497;0,740740741;0,945762712;0,640605228
498;0,64516129;0,947457627;0,667564935
499;0,740740741;0,952542373;0,678397436
500;0,625;0,988135593;0,92725469
